POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G.1,GS,IP,K/9,BB/9,HR/9,BABIP.1,LOB%,GB%,ERA,FIP,WAR.1,Draft_POS
Batter,Estevan Florial,,4.0,17,0.0,2.0,2.0,1.0,9.10%,30.10%,0.154,0.299,0.223,0.299,0.378,0.296,88.0,0.0,-0.2,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Jamie Westbrook,,4.0,15,0.0,2.0,1.0,0.0,8.60%,20.80%,0.113,0.274,0.227,0.302,0.34,0.286,81.0,0.0,-0.4,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Juan Yepez,,5.0,22,1.0,2.0,3.0,0.0,7.80%,18.70%,0.157,0.268,0.24,0.303,0.397,0.305,94.0,0.0,-0.2,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Paul McIntosh,PHI,2.0,6,0.0,1.0,1.0,0.0,8.80%,23.90%,0.13,0.259,0.212,0.29,0.342,0.28,76.0,0.0,-0.2,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Junior Perez,ATH,12.0,47,1.0,5.0,5.0,1.0,9.50%,32.00%,0.148,0.286,0.207,0.286,0.355,0.283,76.0,0.0,-1.3,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Anthony Rendon,LAA,2.0,10,0.0,1.0,1.0,0.0,9.70%,18.60%,0.109,0.27,0.229,0.314,0.338,0.292,85.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Clay Dungan,SDP,3.0,13,0.0,1.0,1.0,0.0,9.20%,27.40%,0.097,0.277,0.204,0.285,0.301,0.264,70.0,0.0,-0.5,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Joshua Palacios,,4.0,16,0.0,2.0,2.0,0.0,8.00%,23.60%,0.142,0.29,0.238,0.307,0.38,0.302,92.0,0.0,-0.2,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Charles Leblanc,,2.0,8,0.0,1.0,1.0,0.0,10.80%,28.40%,0.127,0.305,0.226,0.315,0.352,0.297,89.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Abraham Toro,KCR,8.0,33,1.0,4.0,3.0,0.0,7.10%,19.50%,0.136,0.285,0.244,0.305,0.38,0.3,88.0,-0.1,-0.6,-0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,DJ LeMahieu,,2.0,8,0.0,1.0,1.0,0.0,9.30%,21.20%,0.107,0.304,0.248,0.322,0.355,0.301,91.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,MJ Melendez,NYM,16.0,65,2.0,7.0,8.0,1.0,8.60%,29.00%,0.176,0.265,0.212,0.284,0.388,0.293,90.0,-0.1,-0.9,-1.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Rafael Lantigua,TOR,2.0,7,0.0,1.0,1.0,0.0,11.30%,21.10%,0.092,0.28,0.224,0.316,0.316,0.286,82.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Connor Joe,SEA,5.0,20,0.0,2.0,2.0,0.0,10.30%,24.60%,0.126,0.276,0.218,0.307,0.344,0.291,91.0,0.0,-0.2,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Chuckie Robinson,LAD,3.0,12,0.0,1.0,1.0,0.0,5.60%,26.90%,0.105,0.272,0.21,0.262,0.315,0.255,61.0,0.0,-0.6,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Alika Williams,PIT,11.0,43,1.0,4.0,4.0,0.0,6.60%,20.90%,0.098,0.283,0.231,0.288,0.328,0.273,71.0,-0.1,-1.5,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Dustin Harris,CHW,4.0,17,0.0,2.0,2.0,1.0,8.50%,23.80%,0.128,0.287,0.231,0.303,0.359,0.291,85.0,0.0,-0.3,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Héctor Rodríguez,CIN,6.0,25,1.0,3.0,3.0,0.0,5.20%,17.80%,0.15,0.28,0.251,0.294,0.401,0.301,87.0,0.0,-0.4,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Sam Hilliard,,3.0,11,0.0,1.0,1.0,0.0,9.30%,31.90%,0.176,0.301,0.222,0.297,0.398,0.301,92.0,0.0,-0.1,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Sebastián Rivero,LAA,4.0,17,0.0,2.0,2.0,0.0,4.90%,22.80%,0.114,0.264,0.217,0.262,0.331,0.26,63.0,0.0,-0.8,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Malcom Nuñez,PIT,2.0,10,0.0,1.0,1.0,0.0,6.80%,21.30%,0.121,0.274,0.229,0.289,0.35,0.282,78.0,0.0,-0.3,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Jud Fabian,BAL,6.0,23,1.0,2.0,2.0,0.0,10.10%,34.30%,0.14,0.265,0.188,0.276,0.328,0.27,72.0,0.0,-0.8,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Joey Wiemer,WSN,33.0,134,4.0,13.0,13.0,2.0,8.80%,29.60%,0.14,0.273,0.207,0.285,0.347,0.279,77.0,-0.1,-3.7,-0.6,0.0,,,,,,,,,,,,,,,,Util
Batter,Garrett Stubbs,PHI,7.0,27,0.0,3.0,2.0,0.0,8.10%,24.90%,0.102,0.274,0.214,0.287,0.316,0.269,68.0,0.0,-1.1,0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,René Pinto,PHI,4.0,14,0.0,1.0,2.0,0.0,5.30%,34.30%,0.158,0.282,0.206,0.253,0.364,0.268,68.0,0.0,-0.6,0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Brandon Drury,KCR,4.0,16,0.0,2.0,2.0,0.0,7.10%,23.60%,0.141,0.275,0.227,0.29,0.367,0.288,80.0,0.0,-0.4,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Jakson Reetz,SEA,1.0,5,0.0,0.0,0.0,0.0,7.70%,31.20%,0.144,0.243,0.185,0.26,0.329,0.261,71.0,0.0,-0.2,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Jason Delay,BOS,2.0,8,0.0,1.0,1.0,0.0,6.30%,21.60%,0.085,0.277,0.221,0.278,0.306,0.26,60.0,0.0,-0.4,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Cal Stevenson,DET,2.0,8,0.0,1.0,1.0,0.0,13.10%,25.00%,0.105,0.284,0.216,0.322,0.321,0.29,84.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Blake Sabol,TBR,5.0,18,0.0,2.0,2.0,0.0,8.50%,32.20%,0.125,0.285,0.203,0.279,0.328,0.27,70.0,0.0,-0.7,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Matt Rudick,NYM,2.0,8,0.0,1.0,1.0,0.0,10.60%,26.10%,0.11,0.271,0.206,0.299,0.316,0.278,79.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Brennen Davis,SEA,6.0,26,1.0,3.0,3.0,0.0,8.10%,31.50%,0.162,0.258,0.199,0.279,0.36,0.282,85.0,0.0,-0.5,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Edward Olivares,TBR,4.0,18,1.0,2.0,2.0,0.0,6.90%,20.60%,0.147,0.277,0.24,0.3,0.386,0.3,90.0,0.0,-0.2,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Daz Cameron,MIL,4.0,15,0.0,2.0,2.0,0.0,8.20%,28.00%,0.157,0.285,0.223,0.294,0.38,0.295,88.0,0.0,-0.2,-0.2,0.0,,,,,,,,,,,,,,,,Util
Batter,Nick Senzel,LAD,5.0,20,1.0,2.0,2.0,0.0,8.60%,23.40%,0.127,0.258,0.214,0.287,0.34,0.278,76.0,0.0,-0.6,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Bryan Lavastida,ATH,1.0,4,0.0,0.0,0.0,0.0,8.40%,23.70%,0.121,0.269,0.217,0.291,0.337,0.279,74.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Gage Workman,DET,4.0,16,0.0,2.0,1.0,0.0,8.10%,36.30%,0.142,0.308,0.204,0.273,0.346,0.272,72.0,0.0,-0.5,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Curt Casali,,2.0,6,0.0,1.0,1.0,0.0,9.80%,23.40%,0.109,0.274,0.218,0.304,0.327,0.284,80.0,0.0,-0.2,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Patrick Wisdom,SEA,7.0,28,1.0,3.0,4.0,0.0,8.10%,34.80%,0.208,0.249,0.196,0.268,0.403,0.29,91.0,-0.1,-0.4,-0.5,0.0,,,,,,,,,,,,,,,,Util
Batter,Darrien Miller,MIL,1.0,4,0.0,0.0,0.0,0.0,12.00%,28.70%,0.105,0.252,0.184,0.301,0.289,0.272,73.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Luca Tresh,KCR,1.0,3,0.0,0.0,0.0,0.0,7.10%,24.40%,0.142,0.273,0.223,0.283,0.365,0.284,77.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Ryan Clifford,NYM,8.0,31,1.0,3.0,3.0,0.0,11.20%,30.30%,0.163,0.269,0.206,0.303,0.369,0.297,92.0,0.0,-0.3,-0.6,0.0,,,,,,,,,,,,,,,,Util
Batter,Kaelen Culpepper,MIN,1.0,2,0.0,0.0,0.0,0.0,7.10%,20.50%,0.13,0.289,0.244,0.306,0.374,0.299,90.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Jacob Amaya,ARI,3.0,12,0.0,1.0,1.0,0.0,9.00%,26.50%,0.107,0.277,0.212,0.287,0.319,0.271,70.0,0.0,-0.4,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,David Bote,LAD,2.0,9,0.0,1.0,1.0,0.0,7.20%,24.00%,0.137,0.278,0.226,0.289,0.363,0.286,82.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Max Clark,DET,1.0,2,0.0,0.0,0.0,0.0,11.70%,22.00%,0.129,0.288,0.234,0.329,0.364,0.308,97.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Dominic Fletcher,PIT,10.0,40,1.0,4.0,4.0,0.0,6.30%,21.60%,0.125,0.288,0.237,0.293,0.363,0.287,80.0,-0.1,-1.0,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Jared Serna,MIA,10.0,40,1.0,4.0,3.0,1.0,7.60%,18.50%,0.095,0.261,0.22,0.286,0.316,0.268,68.0,0.0,-1.5,0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Jake Cave,,6.0,23,1.0,2.0,2.0,0.0,6.40%,24.90%,0.14,0.307,0.244,0.296,0.384,0.296,88.0,0.0,-0.3,-0.4,0.0,,,,,,,,,,,,,,,,Util
Batter,Christian Cerda,ARI,0.0,2,0.0,0.0,0.0,0.0,11.20%,22.00%,0.13,0.263,0.218,0.311,0.348,0.294,86.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Kevin Kiermaier,,3.0,12,0.0,1.0,1.0,0.0,6.10%,27.10%,0.125,0.294,0.225,0.278,0.351,0.276,74.0,0.0,-0.4,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Keston Hiura,LAD,2.0,8,0.0,1.0,1.0,0.0,7.00%,31.50%,0.18,0.299,0.228,0.296,0.408,0.305,95.0,0.0,-0.1,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Onil Perez,SFG,1.0,2,0.0,0.0,0.0,0.0,9.20%,17.20%,0.088,0.271,0.229,0.307,0.318,0.281,80.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Kevin Parada,NYM,1.0,4,0.0,0.0,0.0,0.0,7.40%,30.50%,0.122,0.274,0.202,0.268,0.324,0.262,68.0,0.0,-0.2,0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Hunter Renfroe,,4.0,16,1.0,2.0,2.0,0.0,7.90%,22.10%,0.168,0.267,0.232,0.297,0.4,0.304,93.0,-0.1,-0.2,-0.3,0.0,,,,,,,,,,,,,,,,Util
Batter,Nick Solak,SDP,1.0,3,0.0,0.0,0.0,0.0,8.60%,19.70%,0.11,0.295,0.247,0.322,0.356,0.3,95.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,BJ Murray,CHC,1.0,4,0.0,0.0,0.0,0.0,10.90%,26.00%,0.127,0.267,0.21,0.301,0.336,0.285,83.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Ismael Munguia,TOR,1.0,3,0.0,0.0,0.0,0.0,6.90%,14.20%,0.108,0.268,0.241,0.306,0.349,0.29,85.0,0.0,-0.1,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Danny Mendick,,2.0,8,0.0,1.0,1.0,0.0,6.70%,21.50%,0.117,0.278,0.231,0.288,0.348,0.28,77.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Jake Slaughter,,2.0,8,0.0,1.0,1.0,0.0,7.10%,29.20%,0.124,0.294,0.219,0.284,0.343,0.277,75.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Peyton Wilson,KCR,2.0,6,0.0,1.0,1.0,0.0,8.40%,25.50%,0.109,0.297,0.226,0.298,0.334,0.282,76.0,0.0,-0.2,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Cooper Hummel,,2.0,6,0.0,1.0,1.0,0.0,12.50%,28.70%,0.142,0.29,0.214,0.322,0.356,0.304,93.0,0.0,-0.1,-0.1,0.0,,,,,,,,,,,,,,,,Util
Batter,Vimael Machín,COL,4.0,16,0.0,2.0,2.0,0.0,7.70%,19.80%,0.126,0.295,0.249,0.311,0.375,0.3,77.0,0.0,-0.4,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Tanner Schobel,MIN,2.0,10,0.0,1.0,1.0,0.0,8.50%,23.80%,0.108,0.277,0.219,0.29,0.326,0.275,73.0,0.0,-0.3,0.0,0.0,,,,,,,,,,,,,,,,Util
Batter,Andrew Cossetti,MIN,1.0,3,0.0,0.0,0.0,0.0,10.00%,32.20%,0.127,0.273,0.193,0.285,0.32,0.272,71.0,0.0,-0.1,0.1,0.0,,,,,,,,,,,,,,,,Util
Pitcher,Tarik Skubal,DET,,,,,,,,,,,,,,,,,,,,14.0,9.0,0.0,32.0,32.0,199.2,10.95,1.96,0.91,0.288,77.20%,42.40%,2.79,2.78,5.9,P
Pitcher,Paul Skenes,PIT,,,,,,,,,,,,,,,,,,,,13.0,9.0,0.0,32.0,32.0,194.0,10.99,2.39,0.82,0.298,75.90%,44.40%,2.92,2.78,5.7,P
Pitcher,Garrett Crochet,BOS,,,,,,,,,,,,,,,,,,,,14.0,9.0,0.0,32.0,32.0,193.0,11.14,2.33,0.91,0.3,75.80%,45.50%,3.02,2.84,5.6,P
Pitcher,Cristopher Sánchez,PHI,,,,,,,,,,,,,,,,,,,,14.0,9.0,0.0,32.0,32.0,198.0,8.7,2.3,0.8,0.302,74.80%,54.50%,3.15,3.22,4.7,P
Pitcher,Chris Sale,ATL,,,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,28.0,28.0,168.2,10.98,2.36,0.97,0.297,75.00%,41.70%,3.19,3.04,4.2,P
Pitcher,Logan Webb,SFG,,,,,,,,,,,,,,,,,,,,13.0,10.0,0.0,32.0,32.0,199.1,8.46,2.13,0.75,0.309,73.10%,54.70%,3.32,3.15,4.1,P
Pitcher,Cole Ragans,KCR,,,,,,,,,,,,,,,,,,,,12.0,9.0,0.0,29.0,29.0,172.0,11.02,3.26,0.99,0.293,76.00%,39.80%,3.31,3.3,4.1,P
Pitcher,Jacob deGrom,TEX,,,,,,,,,,,,,,,,,,,,11.0,9.0,0.0,29.0,29.0,174.2,10.44,2.05,1.22,0.29,74.50%,37.90%,3.52,3.34,4.0,P
Pitcher,Sonny Gray,BOS,,,,,,,,,,,,,,,,,,,,12.0,10.0,0.0,31.0,31.0,181.1,9.41,2.38,1.05,0.305,72.90%,45.10%,3.69,3.44,3.9,P
Pitcher,Dylan Cease,TOR,,,,,,,,,,,,,,,,,,,,12.0,9.0,0.0,31.0,31.0,177.2,10.57,3.29,1.07,0.288,75.10%,38.10%,3.54,3.52,3.8,P
Pitcher,Framber Valdez,DET,,,,,,,,,,,,,,,,,,,,12.0,10.0,0.0,31.0,31.0,190.1,8.33,2.93,0.73,0.308,73.30%,55.50%,3.43,3.44,3.7,P
Pitcher,Zack Wheeler,PHI,,,,,,,,,,,,,,,,,,,,11.0,7.0,0.0,26.0,26.0,154.2,10.33,2.27,1.04,0.288,75.60%,41.50%,3.2,3.22,3.7,P
Pitcher,Max Fried,NYY,,,,,,,,,,,,,,,,,,,,13.0,9.0,0.0,31.0,31.0,189.1,8.54,2.58,0.89,0.296,75.30%,50.50%,3.28,3.5,3.7,P
Pitcher,Hunter Brown,HOU,,,,,,,,,,,,,,,,,,,,12.0,10.0,0.0,31.0,31.0,184.1,9.79,2.97,1.02,0.299,73.70%,47.30%,3.63,3.54,3.6,P
Pitcher,Jesús Luzardo,PHI,,,,,,,,,,,,,,,,,,,,12.0,10.0,0.0,31.0,31.0,181.0,9.84,2.85,1.16,0.289,75.40%,40.40%,3.57,3.67,3.5,P
Pitcher,Yoshinobu Yamamoto,LAD,,,,,,,,,,,,,,,,,,,,11.0,7.0,0.0,26.0,26.0,154.1,9.48,2.75,0.98,0.3,74.50%,49.20%,3.45,3.46,3.4,P
Pitcher,Nathan Eovaldi,TEX,,,,,,,,,,,,,,,,,,,,11.0,9.0,0.0,29.0,29.0,174.2,8.85,2.3,1.06,0.3,73.20%,46.00%,3.65,3.58,3.4,P
Pitcher,Joe Ryan,MIN,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,29.0,29.0,172.2,9.86,2.18,1.3,0.289,73.30%,33.60%,3.81,3.69,3.3,P
Pitcher,Bryan Woo,SEA,,,,,,,,,,,,,,,,,,,,12.0,10.0,0.0,32.0,32.0,195.0,9.02,2.04,1.2,0.284,74.00%,39.50%,3.6,3.66,3.3,P
Pitcher,Ranger Suarez,BOS,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,29.0,29.0,171.2,8.04,2.59,0.96,0.306,72.90%,49.00%,3.74,3.69,3.3,P
Pitcher,Drew Rasmussen,TBR,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,31.0,31.0,171.0,8.47,2.37,1.03,0.299,72.60%,45.70%,3.72,3.63,3.2,P
Pitcher,Shane McClanahan,TBR,,,,,,,,,,,,,,,,,,,,9.0,8.0,0.0,24.0,24.0,142.1,9.99,2.64,1.03,0.294,75.40%,44.50%,3.35,3.37,3.2,P
Pitcher,Logan Gilbert,SEA,,,,,,,,,,,,,,,,,,,,11.0,9.0,0.0,29.0,29.0,166.1,9.82,2.1,1.13,0.287,74.80%,39.80%,3.4,3.39,3.2,P
Pitcher,George Kirby,SEA,,,,,,,,,,,,,,,,,,,,12.0,10.0,0.0,31.0,31.0,178.1,8.77,1.71,1.11,0.29,73.50%,42.30%,3.51,3.49,3.2,P
Pitcher,Brandon Woodruff,MIL,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,28.0,28.0,167.2,9.45,2.46,1.31,0.286,73.70%,36.40%,3.86,3.87,3.1,P
Pitcher,Kyle Bradish,BAL,,,,,,,,,,,,,,,,,,,,10.0,9.0,0.0,28.0,28.0,154.0,9.5,2.82,1.08,0.302,73.70%,45.20%,3.72,3.65,3.0,P
Pitcher,José Soriano,LAA,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,31.0,31.0,177.1,8.37,3.83,0.75,0.312,73.50%,57.20%,3.68,3.79,3.0,P
Pitcher,Aaron Nola,PHI,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,31.0,31.0,180.2,8.71,2.33,1.32,0.293,73.30%,42.30%,3.98,3.98,3.0,P
Pitcher,Kevin Gausman,TOR,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,31.0,31.0,185.1,8.8,2.65,1.22,0.291,72.80%,37.90%,3.98,3.9,2.9,P
Pitcher,Michael King,SDP,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,29.0,29.0,166.2,9.35,3.12,1.18,0.289,74.30%,40.20%,3.8,3.92,2.9,P
Pitcher,Tyler Glasnow,LAD,,,,,,,,,,,,,,,,,,,,10.0,7.0,0.0,24.0,24.0,141.1,10.49,3.31,1.06,0.296,74.30%,44.70%,3.61,3.53,2.9,P
Pitcher,Freddy Peralta,NYM,,,,,,,,,,,,,,,,,,,,11.0,9.0,0.0,29.0,29.0,168.1,9.9,3.34,1.2,0.282,74.30%,37.20%,3.8,3.92,2.7,P
Pitcher,MacKenzie Gore,TEX,,,,,,,,,,,,,,,,,,,,10.0,9.0,0.0,29.0,29.0,161.1,10.17,3.41,1.17,0.294,74.30%,39.00%,3.82,3.81,2.7,P
Pitcher,Nick Pivetta,SDP,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,29.0,29.0,174.0,9.91,2.79,1.39,0.286,74.20%,33.80%,3.97,3.95,2.6,P
Pitcher,Eury Pérez,MIA,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,28.0,28.0,154.0,10.02,3.14,1.28,0.285,73.20%,32.30%,4.0,3.91,2.6,P
Pitcher,Jack Flaherty,DET,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,29.0,29.0,163.0,9.74,3.16,1.18,0.293,73.70%,39.80%,3.89,3.85,2.6,P
Pitcher,Yusei Kikuchi,LAA,,,,,,,,,,,,,,,,,,,,10.0,11.0,0.0,31.0,31.0,177.2,9.21,3.19,1.32,0.297,73.70%,40.70%,4.11,4.15,2.6,P
Pitcher,Shohei Ohtani,LAD,,,,,,,,,,,,,,,,,,,,9.0,6.0,0.0,23.0,23.0,117.0,10.5,2.79,1.14,0.29,75.40%,41.20%,3.46,3.49,2.6,Util
Pitcher,Blake Snell,LAD,,,,,,,,,,,,,,,,,,,,9.0,6.0,0.0,23.0,23.0,127.0,11.04,3.94,1.05,0.292,75.70%,42.90%,3.54,3.59,2.5,P
Pitcher,Sandy Alcantara,MIA,,,,,,,,,,,,,,,,,,,,10.0,12.0,0.0,31.0,31.0,186.2,7.64,2.7,1.07,0.304,70.90%,47.00%,4.16,4.01,2.5,P
Pitcher,Spencer Strider,ATL,,,,,,,,,,,,,,,,,,,,10.0,8.0,0.0,26.0,26.0,151.1,10.48,3.23,1.18,0.295,73.90%,37.20%,3.82,3.73,2.5,P
Pitcher,Emmet Sheehan,LAD,,,,,,,,,,,,,,,,,,,,10.0,8.0,0.0,44.0,24.0,157.0,10.14,3.14,1.34,0.286,74.50%,35.70%,3.94,4.0,2.5,P
Pitcher,Nick Lodolo,CIN,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,28.0,28.0,157.0,9.19,2.5,1.3,0.297,72.60%,42.20%,4.03,4.05,2.5,P
Pitcher,Cody Ponce,TOR,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,44.0,23.0,154.2,8.76,2.56,1.13,0.3,72.50%,44.00%,3.91,3.8,2.4,P
Pitcher,Luis Castillo,SEA,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,31.0,31.0,181.1,8.51,2.54,1.23,0.286,73.60%,39.90%,3.86,3.98,2.4,P
Pitcher,Merrill Kelly,ARI,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,29.0,29.0,172.2,8.24,2.76,1.15,0.303,72.00%,42.30%,4.12,3.96,2.4,P
Pitcher,Brady Singer,CIN,,,,,,,,,,,,,,,,,,,,10.0,11.0,0.0,31.0,31.0,178.1,8.41,2.87,1.36,0.3,72.00%,43.90%,4.37,4.36,2.3,P
Pitcher,Tanner Bibee,CLE,,,,,,,,,,,,,,,,,,,,10.0,11.0,0.0,31.0,31.0,182.0,8.5,2.75,1.28,0.292,72.70%,39.60%,4.1,4.14,2.3,P
Pitcher,Carlos Rodón,NYY,,,,,,,,,,,,,,,,,,,,10.0,9.0,0.0,28.0,28.0,161.2,9.76,3.26,1.27,0.284,73.80%,36.30%,3.96,4.03,2.3,P
Pitcher,Chase Burns,CIN,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,27.0,19.0,114.1,10.24,2.83,1.23,0.293,74.70%,40.90%,3.71,3.67,2.3,P
Pitcher,Mitch Keller,PIT,,,,,,,,,,,,,,,,,,,,10.0,12.0,0.0,31.0,31.0,179.2,7.78,2.75,1.15,0.302,70.10%,42.70%,4.35,4.15,2.3,P
Pitcher,Ryan Pepiot,TBR,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,28.0,28.0,156.1,9.49,3.25,1.28,0.287,73.60%,36.20%,4.02,4.09,2.3,P
Pitcher,Matthew Boyd,CHC,,,,,,,,,,,,,,,,,,,,11.0,10.0,0.0,29.0,29.0,173.2,8.09,2.71,1.25,0.285,73.80%,37.70%,3.93,4.18,2.2,P
Pitcher,Kris Bubic,KCR,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,34.0,24.0,149.1,8.52,3.13,1.08,0.301,73.20%,45.00%,3.91,3.95,2.2,P
Pitcher,David Peterson,NYM,,,,,,,,,,,,,,,,,,,,11.0,9.0,0.0,29.0,29.0,169.2,7.96,3.47,0.92,0.298,74.60%,51.60%,3.65,3.98,2.2,P
Pitcher,Cade Cavalli,WSN,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,26.0,26.0,156.0,7.56,3.07,1.0,0.3,72.10%,49.90%,3.99,4.09,2.2,P
Pitcher,Joe Musgrove,SDP,,,,,,,,,,,,,,,,,,,,9.0,9.0,0.0,26.0,26.0,149.2,8.52,2.31,1.22,0.294,72.80%,42.00%,3.91,3.96,2.2,P
Pitcher,Zac Gallen,ARI,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,31.0,31.0,184.0,8.51,2.9,1.14,0.308,71.30%,43.00%,4.24,3.96,2.2,P
Pitcher,Casey Mize,DET,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,28.0,28.0,150.2,7.96,2.49,1.2,0.295,72.20%,41.50%,4.06,4.02,2.2,P
Pitcher,Grayson Rodriguez,LAA,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,21.0,21.0,119.2,9.48,3.05,1.16,0.296,74.00%,42.50%,3.82,3.83,2.1,P
Pitcher,Andrew Abbott,CIN,,,,,,,,,,,,,,,,,,,,9.0,11.0,0.0,29.0,29.0,170.1,8.32,2.9,1.59,0.286,72.90%,32.90%,4.54,4.64,2.0,P
Pitcher,Nolan McLean,NYM,,,,,,,,,,,,,,,,,,,,10.0,8.0,0.0,26.0,26.0,149.0,8.53,3.49,0.94,0.294,73.60%,49.90%,3.71,3.92,2.0,P
Pitcher,Trevor Rogers,BAL,,,,,,,,,,,,,,,,,,,,10.0,9.0,0.0,28.0,28.0,158.2,7.66,3.05,1.16,0.3,72.20%,43.40%,4.2,4.23,2.0,P
Pitcher,Foster Griffin,WSN,,,,,,,,,,,,,,,,,,,,8.0,9.0,0.0,35.0,23.0,141.1,7.73,2.61,1.08,0.3,72.60%,46.20%,3.93,3.98,2.0,P
Pitcher,Shane Bieber,TOR,,,,,,,,,,,,,,,,,,,,8.0,7.0,0.0,31.0,19.0,124.0,8.37,2.09,1.11,0.299,73.00%,45.80%,3.74,3.67,2.0,P
